tripduration,starttime,stoptime,startStationId,startStationName,startStationLatitude,startStationLongitude,endStationId,endStationName,endStationLatitude,endStationLongitude,bikeid,name_localizedValue0,usertype,birth year,gender
1351,2018-05-01 08:32:22,2018-05-01 08:54:53,3196,Riverview Park,40.7443187,-74.0439909,3639,Harborside,40.7192517,-74.034234,26223,Annual Membership,Subscriber,1975,1
1027,2018-05-01 08:32:23,2018-05-01 08:49:30,3483,Montgomery St,40.71942,-74.05099,3184,Paulus Hook,40.7141454,-74.0335519,26206,Annual Membership,Subscriber,1971,2
445,2018-05-01 08:32:28,2018-05-01 08:39:54,3212,Christ Hospital,40.734785818,-74.050443636,3640,Journal Square,40.73367,-74.0625,29493,Annual Membership,Subscriber,1991,2
554,2018-05-01 08:33:07,2018-05-01 08:42:21,3214,Essex Light Rail,40.7127742,-74.0364857,3202,Newport PATH,40.7272235,-74.0337589,33646,Annual Membership,Subscriber,1970,1
155,2018-05-01 08:33:20,2018-05-01 08:35:55,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,3273,Manila & 1st,40.721650724879986,-74.04288411140442,29522,Annual Membership,Subscriber,1981,2
189,2018-05-01 08:33:23,2018-05-01 08:36:32,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,3186,Grove St PATH,40.71958611647166,-74.04311746358871,29256,Annual Membership,Subscriber,1986,1
1281,2018-05-01 08:33:26,2018-05-01 08:54:47,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,3193,Lincoln Park,40.7246050998869,-74.07840594649315,29435,Annual Membership,Subscriber,1968,2
533,2018-05-01 08:34:29,2018-05-01 08:43:23,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,3199,Newport Pkwy,40.7287448,-74.0321082,29521,Annual Membership,Subscriber,1978,1
1435,2018-05-01 08:34:48,2018-05-01 08:58:43,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3210,Pershing Field,40.742677141,-74.051788633,29242,Annual Membership,Subscriber,1988,2
188,2018-05-01 08:34:58,2018-05-01 08:38:07,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,26217,Annual Membership from Citi Bike App,Subscriber,1984,1
359,2018-05-01 08:35:39,2018-05-01 08:41:38,3195,Sip Ave,40.73074262530658,-74.06378388404846,3280,Astor Place,40.71928220070702,-74.07126188278198,33658,Annual Membership,Subscriber,1983,1
171,2018-05-01 08:35:39,2018-05-01 08:38:30,3681,Grand St,40.71517767732029,-74.03768330812454,3183,Exchange Place,40.7162469,-74.0334588,29201,Annual Membership,Subscriber,1963,1
99,2018-05-01 08:35:51,2018-05-01 08:37:31,3638,Washington St,40.7242941,-74.0354826,3202,Newport PATH,40.7272235,-74.0337589,29536,Annual Membership,Subscriber,1993,2
618,2018-05-01 08:36:20,2018-05-01 08:46:38,3198,Heights Elevator,40.748715945380226,-74.04044330120087,3210,Pershing Field,40.742677141,-74.051788633,33567,Annual Membership,Subscriber,1990,1
2084,2018-05-01 08:36:33,2018-05-01 09:11:18,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3203,Hamilton Park,40.727595966,-74.044247311,33629,Annual Membership,Subscriber,1971,2
91,2018-05-01 08:36:44,2018-05-01 08:38:16,3184,Paulus Hook,40.7141454,-74.0335519,3183,Exchange Place,40.7162469,-74.0334588,33593,Annual Membership,Subscriber,1977,1
1568,2018-05-01 08:36:51,2018-05-01 09:03:00,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3639,Harborside,40.7192517,-74.034234,29446,Annual Membership,Subscriber,1976,1
567,2018-05-01 08:37:47,2018-05-01 08:47:15,3199,Newport Pkwy,40.7287448,-74.0321082,3183,Exchange Place,40.7162469,-74.0334588,29251,Annual Membership,Subscriber,1991,1
268,2018-05-01 08:38:03,2018-05-01 08:42:32,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3184,Paulus Hook,40.7141454,-74.0335519,33660,Annual Membership from Citi Bike App,Subscriber,1985,1
263,2018-05-01 08:38:03,2018-05-01 08:42:27,3202,Newport PATH,40.7272235,-74.0337589,3639,Harborside,40.7192517,-74.034234,29540,Annual Membership,Subscriber,1977,1
143,2018-05-01 08:38:54,2018-05-01 08:41:18,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,3186,Grove St PATH,40.71958611647166,-74.04311746358871,33653,Annual Membership,Subscriber,1976,1
357,2018-05-01 08:39:17,2018-05-01 08:45:14,3679,Bergen Ave,40.722103786686034,-74.07145500183105,3195,Sip Ave,40.73074262530658,-74.06378388404846,33670,Join Citi Bike for $14.95/month,Subscriber,1985,1
834,2018-05-01 08:39:53,2018-05-01 08:53:47,3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,3185,City Hall,40.7177325,-74.043845,33556,Annual Membership,Subscriber,1986,2
1214,2018-05-01 08:40:34,2018-05-01 09:00:49,3195,Sip Ave,40.73074262530658,-74.06378388404846,3183,Exchange Place,40.7162469,-74.0334588,29593,Annual Membership,Subscriber,1981,1
1151,2018-05-01 08:41:02,2018-05-01 09:00:13,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3199,Newport Pkwy,40.7287448,-74.0321082,26197,Annual Membership,Subscriber,1984,1
290,2018-05-01 08:41:43,2018-05-01 08:46:34,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,33576,Annual Membership,Subscriber,1983,2
235,2018-05-01 08:41:43,2018-05-01 08:45:38,3203,Hamilton Park,40.727595966,-74.044247311,3273,Manila & 1st,40.721650724879986,-74.04288411140442,26255,Join Citi Bike for $14.95/month,Subscriber,1988,2
288,2018-05-01 08:41:54,2018-05-01 08:46:42,3187,Warren St,40.7211236,-74.03805095,3184,Paulus Hook,40.7141454,-74.0335519,29517,Annual Membership,Subscriber,1988,1
283,2018-05-01 08:42:06,2018-05-01 08:46:49,3194,McGinley Square,40.7253399253558,-74.06762212514877,3195,Sip Ave,40.73074262530658,-74.06378388404846,29492,Annual Membership,Subscriber,1984,1
855,2018-05-01 08:42:08,2018-05-01 08:56:23,3678,Fairmount Ave,40.72572613742557,-74.07195925712585,3273,Manila & 1st,40.721650724879986,-74.04288411140442,33597,Annual Membership,Subscriber,1991,1
249,2018-05-01 08:42:50,2018-05-01 08:46:59,3203,Hamilton Park,40.727595966,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.04311746358871,33659,Annual Membership from Citi Bike App,Subscriber,1978,1
161,2018-05-01 08:43:07,2018-05-01 08:45:48,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,3186,Grove St PATH,40.71958611647166,-74.04311746358871,29598,Annual Membership from Citi Bike App,Subscriber,1987,2
310,2018-05-01 08:43:10,2018-05-01 08:48:20,3678,Fairmount Ave,40.72572613742557,-74.07195925712585,3195,Sip Ave,40.73074262530658,-74.06378388404846,26243,Annual Membership,Subscriber,1973,2
176,2018-05-01 08:43:20,2018-05-01 08:46:16,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,29546,Annual Membership,Subscriber,1955,1
384,2018-05-01 08:43:22,2018-05-01 08:49:47,3483,Montgomery St,40.71942,-74.05099,3186,Grove St PATH,40.71958611647166,-74.04311746358871,29221,Annual Membership,Subscriber,1976,1
415,2018-05-01 08:44:09,2018-05-01 08:51:04,3203,Hamilton Park,40.727595966,-74.044247311,3199,Newport Pkwy,40.7287448,-74.0321082,26203,Annual Membership,Subscriber,1984,2
164,2018-05-01 08:44:13,2018-05-01 08:46:58,3213,Van Vorst Park,40.71848892,-74.047726625,3185,City Hall,40.7177325,-74.043845,26208,Annual Membership from Citi Bike App,Subscriber,1990,2
571,2018-05-01 08:44:24,2018-05-01 08:53:55,3192,Liberty Light Rail,40.7112423,-74.0557013,3183,Exchange Place,40.7162469,-74.0334588,26277,Annual Membership,Subscriber,1985,1
502,2018-05-01 08:44:48,2018-05-01 08:53:10,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3183,Exchange Place,40.7162469,-74.0334588,29613,Annual Membership,Subscriber,1980,1
266,2018-05-01 08:45:25,2018-05-01 08:49:52,3203,Hamilton Park,40.727595966,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.04311746358871,26179,Annual Membership,Subscriber,NULL,0
594,2018-05-01 08:45:25,2018-05-01 08:55:20,3203,Hamilton Park,40.727595966,-74.044247311,3214,Essex Light Rail,40.7127742,-74.0364857,26216,Annual Membership,Subscriber,1994,1
429,2018-05-01 08:45:27,2018-05-01 08:52:37,3203,Hamilton Park,40.727595966,-74.044247311,3638,Washington St,40.7242941,-74.0354826,33640,Annual Membership,Subscriber,1986,1
672,2018-05-01 08:45:57,2018-05-01 08:57:10,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3183,Exchange Place,40.7162469,-74.0334588,26267,Annual Membership,Subscriber,1994,1
338,2018-05-01 08:46:10,2018-05-01 08:51:49,3214,Essex Light Rail,40.7127742,-74.0364857,3186,Grove St PATH,40.71958611647166,-74.04311746358871,29662,Annual Membership,Subscriber,1984,1
331,2018-05-01 08:46:41,2018-05-01 08:52:12,3213,Van Vorst Park,40.71848892,-74.047726625,3183,Exchange Place,40.7162469,-74.0334588,33638,Annual Membership,Subscriber,1971,1
396,2018-05-01 08:47:11,2018-05-01 08:53:47,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3183,Exchange Place,40.7162469,-74.0334588,26431,Annual Membership,Subscriber,1985,2
428,2018-05-01 08:47:16,2018-05-01 08:54:25,3679,Bergen Ave,40.722103786686034,-74.07145500183105,3195,Sip Ave,40.73074262530658,-74.06378388404846,26172,Annual Membership,Subscriber,1978,1
1061,2018-05-01 08:47:24,2018-05-01 09:05:05,3207,Oakland Ave,40.7376037,-74.0524783,3183,Exchange Place,40.7162469,-74.0334588,26261,Annual Membership,Subscriber,1981,1
334,2018-05-01 08:47:28,2018-05-01 08:53:03,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3214,Essex Light Rail,40.7127742,-74.0364857,33599,Annual Membership,Subscriber,1981,1
658,2018-05-01 08:47:58,2018-05-01 08:58:57,3206,Hilltop,40.7311689,-74.0575736,3214,Essex Light Rail,40.7127742,-74.0364857,33560,$25 Off Annual Membership,Subscriber,1992,1
437,2018-05-01 08:49:04,2018-05-01 08:56:22,3214,Essex Light Rail,40.7127742,-74.0364857,3638,Washington St,40.7242941,-74.0354826,33562,Annual Membership,Subscriber,1963,1
308,2018-05-01 08:49:17,2018-05-01 08:54:26,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,33619,Annual Membership from Citi Bike App,Subscriber,1985,1
515,2018-05-01 08:50:00,2018-05-01 08:58:35,3211,Newark Ave,40.72152515,-74.046304543,3214,Essex Light Rail,40.7127742,-74.0364857,26300,Annual Membership,Subscriber,1989,1
169,2018-05-01 08:50:11,2018-05-01 08:53:01,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3638,Washington St,40.7242941,-74.0354826,26236,Annual Membership,Subscriber,1986,1
269,2018-05-01 08:50:15,2018-05-01 08:54:44,3203,Hamilton Park,40.727595966,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.04311746358871,33589,Annual Membership,Subscriber,1986,1
309,2018-05-01 08:50:28,2018-05-01 08:55:37,3678,Fairmount Ave,40.72572613742557,-74.07195925712585,3195,Sip Ave,40.73074262530658,-74.06378388404846,26272,Annual Membership from Citi Bike App,Subscriber,1990,1
290,2018-05-01 08:51:10,2018-05-01 08:56:01,3639,Harborside,40.7192517,-74.034234,3202,Newport PATH,40.7272235,-74.0337589,29540,Annual Membership from Citi Bike App,Subscriber,1988,1
204,2018-05-01 08:51:17,2018-05-01 08:54:42,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,26170,Annual Membership,Subscriber,NULL,0
921,2018-05-01 08:51:21,2018-05-01 09:06:42,3210,Pershing Field,40.742677141,-74.051788633,3199,Newport Pkwy,40.7287448,-74.0321082,33567,FREE Bonus Month with Annual Membership,Subscriber,1983,1
521,2018-05-01 08:52:05,2018-05-01 09:00:46,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3183,Exchange Place,40.7162469,-74.0334588,32769,Join Citi Bike for $14.95/month,Subscriber,1983,2
342,2018-05-01 08:52:38,2018-05-01 08:58:20,3203,Hamilton Park,40.727595966,-74.044247311,3185,City Hall,40.7177325,-74.043845,33569,Annual Membership,Subscriber,1976,1
510,2018-05-01 08:52:39,2018-05-01 09:01:09,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3199,Newport Pkwy,40.7287448,-74.0321082,29662,Annual Membership,Subscriber,NULL,0
412,2018-05-01 08:52:43,2018-05-01 08:59:35,3281,Leonard Gordon Park,40.74590996631558,-74.0572714805603,3640,Journal Square,40.73367,-74.0625,33625,$25 Off Annual Membership,Subscriber,1994,1
198,2018-05-01 08:53:20,2018-05-01 08:56:39,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,26295,Annual Membership,Subscriber,1991,1
343,2018-05-01 08:53:30,2018-05-01 08:59:13,3203,Hamilton Park,40.727595966,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.04311746358871,26159,Annual Membership,Subscriber,1968,1
241,2018-05-01 08:54:25,2018-05-01 08:58:27,3194,McGinley Square,40.7253399253558,-74.06762212514877,3195,Sip Ave,40.73074262530658,-74.06378388404846,33663,Join Citi Bike for $14.95/month,Subscriber,1972,1
475,2018-05-01 08:54:34,2018-05-01 09:02:29,3203,Hamilton Park,40.727595966,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.04311746358871,33595,Annual Membership,Subscriber,1956,1
94,2018-05-01 08:56:24,2018-05-01 08:57:59,3639,Harborside,40.7192517,-74.034234,3183,Exchange Place,40.7162469,-74.0334588,29509,FREE Bonus Month with Annual Membership,Subscriber,1989,1
779,2018-05-01 08:56:27,2018-05-01 09:09:27,3198,Heights Elevator,40.748715945380226,-74.04044330120087,3186,Grove St PATH,40.71958611647166,-74.04311746358871,29205,Annual Membership,Subscriber,1978,1
286,2018-05-01 08:56:52,2018-05-01 09:01:39,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3214,Essex Light Rail,40.7127742,-74.0364857,26309,Annual Membership from Citi Bike App,Subscriber,1981,1
521,2018-05-01 08:57:48,2018-05-01 09:06:29,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3639,Harborside,40.7192517,-74.034234,26256,Annual Membership,Subscriber,1990,1
794,2018-05-01 08:58:18,2018-05-01 09:11:32,3203,Hamilton Park,40.727595966,-74.044247311,3183,Exchange Place,40.7162469,-74.0334588,29280,Annual Membership from Citi Bike App,Subscriber,1978,1
248,2018-05-01 08:58:51,2018-05-01 09:02:59,3203,Hamilton Park,40.727595966,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.04311746358871,29515,$25 Off Annual Membership,Subscriber,1987,2
440,2018-05-01 08:59:08,2018-05-01 09:06:28,3199,Newport Pkwy,40.7287448,-74.0321082,3183,Exchange Place,40.7162469,-74.0334588,29521,Annual Membership,Subscriber,1967,1
193,2018-05-01 08:59:27,2018-05-01 09:02:40,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,33560,Annual Membership,Subscriber,1976,1
391,2018-05-01 08:59:53,2018-05-01 09:06:25,3203,Hamilton Park,40.727595966,-74.044247311,3638,Washington St,40.7242941,-74.0354826,26287,Annual Membership,Subscriber,1987,1
158,2018-05-01 09:00:09,2018-05-01 09:02:48,3203,Hamilton Park,40.727595966,-74.044247311,3269,Brunswick & 6th,40.72601172964625,-74.05038893222809,26175,Join Citi Bike for $14.95/month,Subscriber,1978,1
240,2018-05-01 09:02:23,2018-05-01 09:06:23,3201,Dey St,40.737711,-74.066921,3640,Journal Square,40.73367,-74.0625,33620,Join Citi Bike for $14.95/month,Subscriber,1989,1
121,2018-05-01 09:03:16,2018-05-01 09:05:18,3211,Newark Ave,40.72152515,-74.046304543,3186,Grove St PATH,40.71958611647166,-74.04311746358871,29571,Annual Membership,Subscriber,1952,1
1024,2018-05-01 09:03:28,2018-05-01 09:20:33,3268,Lafayette Park,40.71346382669195,-74.06285852193832,3275,Columbus Drive,40.71835519823214,-74.03891444206238,25066,Annual Membership,Subscriber,1987,1
157,2018-05-01 09:04:06,2018-05-01 09:06:44,3199,Newport Pkwy,40.7287448,-74.0321082,3638,Washington St,40.7242941,-74.0354826,29308,Annual Membership,Subscriber,1975,2
237,2018-05-01 09:04:22,2018-05-01 09:08:20,3194,McGinley Square,40.7253399253558,-74.06762212514877,3195,Sip Ave,40.73074262530658,-74.06378388404846,33613,Annual Membership,Subscriber,1973,1
203,2018-05-01 09:05:15,2018-05-01 09:08:39,3199,Newport Pkwy,40.7287448,-74.0321082,3638,Washington St,40.7242941,-74.0354826,26203,Annual Membership,Subscriber,1980,2
333,2018-05-01 09:05:49,2018-05-01 09:11:22,3678,Fairmount Ave,40.72572613742557,-74.07195925712585,3195,Sip Ave,40.73074262530658,-74.06378388404846,26237,Annual Membership,Subscriber,1982,2
129,2018-05-01 09:06:14,2018-05-01 09:08:23,3211,Newark Ave,40.72152515,-74.046304543,3186,Grove St PATH,40.71958611647166,-74.04311746358871,26220,Annual Membership,Subscriber,1992,1
141,2018-05-01 09:08:01,2018-05-01 09:10:23,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,3186,Grove St PATH,40.71958611647166,-74.04311746358871,33653,Annual Membership from Citi Bike App,Subscriber,1988,2
121,2018-05-01 09:08:10,2018-05-01 09:10:12,3213,Van Vorst Park,40.71848892,-74.047726625,3186,Grove St PATH,40.71958611647166,-74.04311746358871,26191,Annual Membership,Subscriber,1962,1
158,2018-05-01 09:08:35,2018-05-01 09:11:14,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,3186,Grove St PATH,40.71958611647166,-74.04311746358871,29641,Annual Membership,Subscriber,1972,1
153,2018-05-01 09:08:49,2018-05-01 09:11:23,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,3186,Grove St PATH,40.71958611647166,-74.04311746358871,29669,Annual Membership,Subscriber,1986,1
184,2018-05-01 09:09:07,2018-05-01 09:12:11,3268,Lafayette Park,40.71346382669195,-74.06285852193832,3192,Liberty Light Rail,40.7112423,-74.0557013,29490,Annual Membership,Subscriber,1985,1
256,2018-05-01 09:09:23,2018-05-01 09:13:39,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,3187,Warren St,40.7211236,-74.03805095,29579,Annual Membership from Citi Bike App,Subscriber,1992,1
304,2018-05-01 09:10:42,2018-05-01 09:15:46,3203,Hamilton Park,40.727595966,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.04311746358871,29623,Annual Membership - Save 15%,Subscriber,1984,1
355,2018-05-01 09:11:54,2018-05-01 09:17:49,3184,Paulus Hook,40.7141454,-74.0335519,3638,Washington St,40.7242941,-74.0354826,33630,Annual Membership,Subscriber,1958,1
230,2018-05-01 09:13:03,2018-05-01 09:16:53,3194,McGinley Square,40.7253399253558,-74.06762212514877,3195,Sip Ave,40.73074262530658,-74.06378388404846,29617,$25 Off Annual Membership,Subscriber,1985,2
364,2018-05-01 09:13:12,2018-05-01 09:19:17,3203,Hamilton Park,40.727595966,-74.044247311,3639,Harborside,40.7192517,-74.034234,33657,Annual Membership,Subscriber,1954,1
791,2018-05-01 09:13:31,2018-05-01 09:26:43,3203,Hamilton Park,40.727595966,-74.044247311,3185,City Hall,40.7177325,-74.043845,33629,Annual Membership,Subscriber,1971,2
382,2018-05-01 09:13:41,2018-05-01 09:20:04,3211,Newark Ave,40.72152515,-74.046304543,3638,Washington St,40.7242941,-74.0354826,29544,$25 Off Annual Membership,Subscriber,1978,2
296,2018-05-01 09:13:58,2018-05-01 09:18:55,3207,Oakland Ave,40.7376037,-74.0524783,3195,Sip Ave,40.73074262530658,-74.06378388404846,29440,Annual Membership,Subscriber,1984,2
1074,2018-05-01 09:14:53,2018-05-01 09:32:48,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3195,Sip Ave,40.73074262530658,-74.06378388404846,33662,$25 Off Annual Membership,Subscriber,1977,1
288,2018-05-01 09:15:01,2018-05-01 09:19:49,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,33599,$25 Off Annual Membership,Subscriber,1984,1
754,2018-05-01 09:15:12,2018-05-01 09:27:46,3677,Glenwood Ave,40.72755146730012,-74.07106071710587,3186,Grove St PATH,40.71958611647166,-74.04311746358871,33666,$25 Off Annual Membership,Subscriber,1989,1
881,2018-05-01 09:16:10,2018-05-01 09:30:52,3194,McGinley Square,40.7253399253558,-74.06762212514877,3183,Exchange Place,40.7162469,-74.0334588,33610,Annual Membership,Subscriber,1989,1
461,2018-05-01 09:17:19,2018-05-01 09:25:00,3269,Brunswick & 6th,40.72601172964625,-74.05038893222809,3213,Van Vorst Park,40.71848892,-74.047726625,26175,Annual Membership,Subscriber,1976,1
368,2018-05-01 09:18:54,2018-05-01 09:25:02,3203,Hamilton Park,40.727595966,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.04311746358871,33621,Annual Membership,Subscriber,1976,2
238,2018-05-01 09:19:37,2018-05-01 09:23:36,3202,Newport PATH,40.7272235,-74.0337589,3639,Harborside,40.7192517,-74.034234,33646,Annual Membership,Subscriber,1963,1
535,2018-05-01 09:20:41,2018-05-01 09:29:37,3193,Lincoln Park,40.7246050998869,-74.07840594649315,3195,Sip Ave,40.73074262530658,-74.06378388404846,29603,Annual Membership,Subscriber,1985,2
1018,2018-05-01 09:21:25,2018-05-01 09:38:23,3210,Pershing Field,40.742677141,-74.051788633,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,29242,Annual Membership,Subscriber,1990,1
262,2018-05-01 09:21:29,2018-05-01 09:25:52,3195,Sip Ave,40.73074262530658,-74.06378388404846,3677,Glenwood Ave,40.72755146730012,-74.07106071710587,33633,Annual Membership,Subscriber,1960,1
243,2018-05-01 09:22:08,2018-05-01 09:26:12,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3186,Grove St PATH,40.71958611647166,-74.04311746358871,33602,Annual Membership,Subscriber,1992,1
1169,2018-05-01 09:22:53,2018-05-01 09:42:23,3203,Hamilton Park,40.727595966,-74.044247311,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,26160,Annual Membership,Subscriber,1985,1
588,2018-05-01 09:23:35,2018-05-01 09:33:24,3192,Liberty Light Rail,40.7112423,-74.0557013,3214,Essex Light Rail,40.7127742,-74.0364857,33566,Annual Membership,Subscriber,1976,1
313,2018-05-01 09:24:50,2018-05-01 09:30:03,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3269,Brunswick & 6th,40.72601172964625,-74.05038893222809,29569,Annual Membership - Save 15%,Subscriber,1984,1
428,2018-05-01 09:25:35,2018-05-01 09:32:44,3203,Hamilton Park,40.727595966,-74.044247311,3199,Newport Pkwy,40.7287448,-74.0321082,33647,Annual Membership,Subscriber,1992,1
279,2018-05-01 09:26:08,2018-05-01 09:30:47,3278,Monmouth and 6th,40.72568548362901,-74.04879033565521,3186,Grove St PATH,40.71958611647166,-74.04311746358871,26275,Annual Membership,Subscriber,1980,2
158,2018-05-01 09:29:00,2018-05-01 09:31:39,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,3186,Grove St PATH,40.71958611647166,-74.04311746358871,29616,Annual Membership,Subscriber,1987,1
830,2018-05-01 09:29:08,2018-05-01 09:42:58,3198,Heights Elevator,40.748715945380226,-74.04044330120087,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,29498,Annual Membership,Subscriber,1988,2
25958,2018-05-01 09:29:09,2018-05-01 16:41:48,3681,Grand St,40.71517767732029,-74.03768330812454,304,Broadway & Battery Pl,40.70463334,-74.01361706,29672,Citi Bike Annual Membership,Subscriber,1979,1
265,2018-05-01 09:29:11,2018-05-01 09:33:37,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3195,Sip Ave,40.73074262530658,-74.06378388404846,26294,FREE Bonus Month with Annual Membership,Subscriber,1986,2
1470,2018-05-01 09:30:30,2018-05-01 09:55:00,3679,Bergen Ave,40.722103786686034,-74.07145500183105,3185,City Hall,40.7177325,-74.043845,33587,Annual Membership,Subscriber,1956,1
265,2018-05-01 09:31:09,2018-05-01 09:35:35,3483,Montgomery St,40.71942,-74.05099,3186,Grove St PATH,40.71958611647166,-74.04311746358871,29555,Annual Membership,Subscriber,1985,2
341,2018-05-01 09:31:18,2018-05-01 09:36:59,3185,City Hall,40.7177325,-74.043845,3638,Washington St,40.7242941,-74.0354826,33629,Annual Membership,Subscriber,1982,1
258,2018-05-01 09:31:48,2018-05-01 09:36:07,3203,Hamilton Park,40.727595966,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.04311746358871,33572,Annual Membership,Subscriber,1968,1
269,2018-05-01 09:32:09,2018-05-01 09:36:38,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,26309,Annual Membership from Citi Bike App,Subscriber,1987,1
472,2018-05-01 09:32:09,2018-05-01 09:40:02,3268,Lafayette Park,40.71346382669195,-74.06285852193832,3184,Paulus Hook,40.7141454,-74.0335519,29573,Annual Membership,Subscriber,1984,1
166,2018-05-01 09:32:46,2018-05-01 09:35:32,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,26300,Annual Membership,Subscriber,1981,0
226,2018-05-01 09:32:59,2018-05-01 09:36:45,3278,Monmouth and 6th,40.72568548362901,-74.04879033565521,3273,Manila & 1st,40.721650724879986,-74.04288411140442,29127,$25 Off Annual Membership,Subscriber,1985,1
240,2018-05-01 09:33:12,2018-05-01 09:37:12,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,3186,Grove St PATH,40.71958611647166,-74.04311746358871,29525,Annual Membership,Subscriber,1992,1
705,2018-05-01 09:33:25,2018-05-01 09:45:11,3202,Newport PATH,40.7272235,-74.0337589,3639,Harborside,40.7192517,-74.034234,29214,Annual Membership,Subscriber,1962,1
124,2018-05-01 09:34:36,2018-05-01 09:36:41,3213,Van Vorst Park,40.71848892,-74.047726625,3186,Grove St PATH,40.71958611647166,-74.04311746358871,33598,Join Citi Bike for $14.95/month,Subscriber,1977,1
2160,2018-05-01 09:37:02,2018-05-01 10:13:02,3185,City Hall,40.7177325,-74.043845,3185,City Hall,40.7177325,-74.043845,29449,Annual Membership,Subscriber,1956,1
264,2018-05-01 09:40:58,2018-05-01 09:45:22,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,3186,Grove St PATH,40.71958611647166,-74.04311746358871,26297,Annual Membership,Subscriber,1960,1
139,2018-05-01 09:41:49,2018-05-01 09:44:08,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,3186,Grove St PATH,40.71958611647166,-74.04311746358871,29572,Annual Membership,Subscriber,1978,2
101,2018-05-01 09:44:11,2018-05-01 09:45:53,3199,Newport Pkwy,40.7287448,-74.0321082,3202,Newport PATH,40.7272235,-74.0337589,26183,$25 Off Annual Membership,Subscriber,1989,1
262,2018-05-01 09:44:34,2018-05-01 09:48:56,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3203,Hamilton Park,40.727595966,-74.044247311,26269,Annual Membership,Subscriber,1973,1
413,2018-05-01 09:45:39,2018-05-01 09:52:32,3213,Van Vorst Park,40.71848892,-74.047726625,3183,Exchange Place,40.7162469,-74.0334588,29502,Annual Membership,Subscriber,1980,1
228,2018-05-01 09:56:13,2018-05-01 10:00:01,3681,Grand St,40.71517767732029,-74.03768330812454,3185,City Hall,40.7177325,-74.043845,33563,Annual Membership,Subscriber,1956,1
